pile_lng,pile_lat,id,date,status
143.5017781,-34.77948320000001,I1-91-09,2019-07-20T00:00:00.0000000,1-pile
143.5017787,-34.784855,K-90-19,2019-04-17T00:00:00.0000000,1-pile
143.5017787,-34.784855,K-90-19,2019-06-04T00:00:00.0000000,2-frame
143.5017787,-34.784855,K-90-19,2019-06-06T00:00:00.0000000,3-module
143.50178,-34.7795466,I1-91-08,2019-07-20T00:00:00.0000000,1-pile
143.501781,-34.784930700000004,K-90-18,2019-04-17T00:00:00.0000000,1-pile
143.501781,-34.784930700000004,K-90-18,2019-06-04T00:00:00.0000000,2-frame
143.501781,-34.784930700000004,K-90-18,2019-06-06T00:00:00.0000000,3-module
143.5017823,-34.7796196,I1-91-07,2019-07-20T00:00:00.0000000,1-pile
143.5017832,-34.785003700000004,K-90-17,2019-04-17T00:00:00.0000000,1-pile
143.5017832,-34.785003700000004,K-90-17,2019-06-04T00:00:00.0000000,2-frame
143.5017832,-34.785003700000004,K-90-17,2019-06-06T00:00:00.0000000,3-module
143.50178449999999,-34.7796953,I1-91-06,2019-07-20T00:00:00.0000000,1-pile
143.5017851,-34.7850672,K-90-16,2019-04-17T00:00:00.0000000,1-pile
143.5017851,-34.7850672,K-90-16,2019-06-04T00:00:00.0000000,2-frame
143.5017851,-34.7850672,K-90-16,2019-06-05T00:00:00.0000000,3-module
143.5017867,-34.77976829999999,I1-91-05,2019-07-20T00:00:00.0000000,1-pile
143.50178730000002,-34.7851401,K-90-15,2019-04-17T00:00:00.0000000,1-pile
143.50178730000002,-34.7851401,K-90-15,2019-06-04T00:00:00.0000000,2-frame
143.50178730000002,-34.7851401,K-90-15,2019-06-05T00:00:00.0000000,3-module
143.5017887,-34.7798316,I1-91-04,2019-07-20T00:00:00.0000000,1-pile
143.5017896,-34.7852158,K-90-14,2019-04-17T00:00:00.0000000,1-pile
143.5017896,-34.7852158,K-90-14,2019-06-04T00:00:00.0000000,2-frame
143.5017896,-34.7852158,K-90-14,2019-06-05T00:00:00.0000000,3-module
143.5017909,-34.7799045,I1-91-03,2019-07-20T00:00:00.0000000,1-pile
143.5017918,-34.7852888,K-90-13,2019-04-17T00:00:00.0000000,1-pile
143.5017918,-34.7852888,K-90-13,2019-06-04T00:00:00.0000000,2-frame
143.5017918,-34.7852888,K-90-13,2019-06-05T00:00:00.0000000,3-module
143.5017931,-34.779980200000004,I1-91-02,2019-07-20T00:00:00.0000000,1-pile
143.50179369999998,-34.785352200000005,K-90-12,2019-04-17T00:00:00.0000000,1-pile
143.50179369999998,-34.785352200000005,K-90-12,2019-06-04T00:00:00.0000000,2-frame
143.50179369999998,-34.785352200000005,K-90-12,2019-06-05T00:00:00.0000000,3-module
143.50179530000003,-34.7800532,I1-91-01,2019-07-20T00:00:00.0000000,1-pile
143.5017959,-34.785425200000006,K-90-11,2019-04-17T00:00:00.0000000,1-pile
143.5017959,-34.785425200000006,K-90-11,2019-06-04T00:00:00.0000000,2-frame
143.5017959,-34.785425200000006,K-90-11,2019-06-05T00:00:00.0000000,3-module
143.5017982,-34.785500899999995,K-90-10,2019-04-17T00:00:00.0000000,1-pile
